ID,A,B,C,D,r
12259,1,16,16,3,4
12260,1,16,16,3,5
12261,1,16,16,3,6
12262,1,16,16,3,7
12263,1,16,16,3,8
12264,1,16,16,4,1
12265,1,16,16,4,2
12266,1,16,16,4,3
12267,1,16,16,4,4
12268,1,16,16,4,5
12269,1,16,16,4,6
12270,1,16,16,4,7
12271,1,16,16,4,8
12272,1,16,16,5,1
12273,1,16,16,5,2
12274,1,16,16,5,3
12275,1,16,16,5,4
12276,1,16,16,5,5
12277,1,16,16,5,6
12278,1,16,16,5,7
12279,1,16,16,5,8
12280,1,16,16,6,1
12281,1,16,16,6,2
12282,1,16,16,6,3
12283,1,16,16,6,4
12284,1,16,16,6,5
12285,1,16,16,6,6
12286,1,16,16,6,7
12287,1,16,16,6,8
12288,2,1,1,1,1
12289,2,1,1,1,2
12290,2,1,1,1,3
12291,2,1,1,1,4
12292,2,1,1,1,5
12293,2,1,1,1,6
12294,2,1,1,1,7
12295,2,1,1,1,8
12296,2,1,1,2,1
12297,2,1,1,2,2
12298,2,1,1,2,3
12299,2,1,1,2,4
12300,2,1,1,2,5
12301,2,1,1,2,6
12302,2,1,1,2,7
12303,2,1,1,2,8
12304,2,1,1,3,1
12305,2,1,1,3,2
12306,2,1,1,3,3
12307,2,1,1,3,4
12308,2,1,1,3,5
12309,2,1,1,3,6
12310,2,1,1,3,7
12311,2,1,1,3,8
12312,2,1,1,4,1
12313,2,1,1,4,2
12314,2,1,1,4,3
12315,2,1,1,4,4
12316,2,1,1,4,5
12317,2,1,1,4,6
12318,2,1,1,4,7
12319,2,1,1,4,8
12320,2,1,1,5,1
12321,2,1,1,5,2
12322,2,1,1,5,3
12323,2,1,1,5,4
12324,2,1,1,5,5
12325,2,1,1,5,6
12326,2,1,1,5,7
12327,2,1,1,5,8
12328,2,1,1,6,1
12329,2,1,1,6,2
12330,2,1,1,6,3
12331,2,1,1,6,4
12332,2,1,1,6,5
12333,2,1,1,6,6
12334,2,1,1,6,7
12335,2,1,1,6,8
12336,2,1,2,1,1
12337,2,1,2,1,2
12338,2,1,2,1,3
12339,2,1,2,1,4
12340,2,1,2,1,5
12341,2,1,2,1,6
12342,2,1,2,1,7
12343,2,1,2,1,8
12344,2,1,2,2,1
12345,2,1,2,2,2
12346,2,1,2,2,3
12347,2,1,2,2,4
12348,2,1,2,2,5
12349,2,1,2,2,6
12350,2,1,2,2,7
12351,2,1,2,2,8
12352,2,1,2,3,1
12353,2,1,2,3,2
12354,2,1,2,3,3
12355,2,1,2,3,4
12356,2,1,2,3,5
12357,2,1,2,3,6
12358,2,1,2,3,7
12359,2,1,2,3,8
12360,2,1,2,4,1
12361,2,1,2,4,2
12362,2,1,2,4,3
12363,2,1,2,4,4
12364,2,1,2,4,5
12365,2,1,2,4,6
12366,2,1,2,4,7
12367,2,1,2,4,8
12368,2,1,2,5,1
12369,2,1,2,5,2
12370,2,1,2,5,3
12371,2,1,2,5,4
12372,2,1,2,5,5
12373,2,1,2,5,6
12374,2,1,2,5,7
12375,2,1,2,5,8
12376,2,1,2,6,1
12377,2,1,2,6,2
12378,2,1,2,6,3
12379,2,1,2,6,4
12380,2,1,2,6,5
12381,2,1,2,6,6
12382,2,1,2,6,7
12383,2,1,2,6,8
12384,2,1,3,1,1
12385,2,1,3,1,2
12386,2,1,3,1,3
12387,2,1,3,1,4
12388,2,1,3,1,5
12389,2,1,3,1,6
12390,2,1,3,1,7
12391,2,1,3,1,8
12392,2,1,3,2,1
12393,2,1,3,2,2
12394,2,1,3,2,3
12395,2,1,3,2,4
12396,2,1,3,2,5
12397,2,1,3,2,6
12398,2,1,3,2,7
12399,2,1,3,2,8
12400,2,1,3,3,1
12401,2,1,3,3,2
12402,2,1,3,3,3
12403,2,1,3,3,4
12404,2,1,3,3,5
12405,2,1,3,3,6
12406,2,1,3,3,7
12407,2,1,3,3,8
12408,2,1,3,4,1
12409,2,1,3,4,2
12410,2,1,3,4,3
12411,2,1,3,4,4
12412,2,1,3,4,5
12413,2,1,3,4,6
12414,2,1,3,4,7
12415,2,1,3,4,8
12416,2,1,3,5,1
12417,2,1,3,5,2
12418,2,1,3,5,3
12419,2,1,3,5,4
12420,2,1,3,5,5
12421,2,1,3,5,6
12422,2,1,3,5,7
12423,2,1,3,5,8
12424,2,1,3,6,1
12425,2,1,3,6,2
12426,2,1,3,6,3
12427,2,1,3,6,4
12428,2,1,3,6,5
12429,2,1,3,6,6
12430,2,1,3,6,7
12431,2,1,3,6,8
12432,2,1,4,1,1
12433,2,1,4,1,2
12434,2,1,4,1,3
12435,2,1,4,1,4
12436,2,1,4,1,5
12437,2,1,4,1,6
12438,2,1,4,1,7
12439,2,1,4,1,8
12440,2,1,4,2,1
12441,2,1,4,2,2
12442,2,1,4,2,3
12443,2,1,4,2,4
12444,2,1,4,2,5
12445,2,1,4,2,6
12446,2,1,4,2,7
12447,2,1,4,2,8
12448,2,1,4,3,1
12449,2,1,4,3,2
12450,2,1,4,3,3
12451,2,1,4,3,4
12452,2,1,4,3,5
12453,2,1,4,3,6
12454,2,1,4,3,7
12455,2,1,4,3,8
12456,2,1,4,4,1
12457,2,1,4,4,2
12458,2,1,4,4,3
12459,2,1,4,4,4
12460,2,1,4,4,5
12461,2,1,4,4,6
12462,2,1,4,4,7
12463,2,1,4,4,8
12464,2,1,4,5,1
12465,2,1,4,5,2
12466,2,1,4,5,3
12467,2,1,4,5,4
12468,2,1,4,5,5
12469,2,1,4,5,6
12470,2,1,4,5,7
12471,2,1,4,5,8
12472,2,1,4,6,1
12473,2,1,4,6,2
12474,2,1,4,6,3
12475,2,1,4,6,4
12476,2,1,4,6,5
12477,2,1,4,6,6
12478,2,1,4,6,7
12479,2,1,4,6,8
12480,2,1,5,1,1
12481,2,1,5,1,2
12482,2,1,5,1,3
12483,2,1,5,1,4
12484,2,1,5,1,5
12485,2,1,5,1,6
12486,2,1,5,1,7
12487,2,1,5,1,8
12488,2,1,5,2,1
12489,2,1,5,2,2
12490,2,1,5,2,3
12491,2,1,5,2,4
12492,2,1,5,2,5
12493,2,1,5,2,6
12494,2,1,5,2,7
12495,2,1,5,2,8
12496,2,1,5,3,1
12497,2,1,5,3,2
12498,2,1,5,3,3
12499,2,1,5,3,4
12500,2,1,5,3,5
12501,2,1,5,3,6
12502,2,1,5,3,7
12503,2,1,5,3,8
12504,2,1,5,4,1
12505,2,1,5,4,2
12506,2,1,5,4,3
12507,2,1,5,4,4
12508,2,1,5,4,5
12509,2,1,5,4,6
12510,2,1,5,4,7
12511,2,1,5,4,8
12512,2,1,5,5,1
12513,2,1,5,5,2
12514,2,1,5,5,3
12515,2,1,5,5,4
12516,2,1,5,5,5
12517,2,1,5,5,6
12518,2,1,5,5,7
12519,2,1,5,5,8
12520,2,1,5,6,1
12521,2,1,5,6,2
12522,2,1,5,6,3
12523,2,1,5,6,4
12524,2,1,5,6,5
12525,2,1,5,6,6
12526,2,1,5,6,7
12527,2,1,5,6,8
12528,2,1,6,1,1
12529,2,1,6,1,2
12530,2,1,6,1,3
12531,2,1,6,1,4
12532,2,1,6,1,5
12533,2,1,6,1,6
12534,2,1,6,1,7
12535,2,1,6,1,8
12536,2,1,6,2,1
12537,2,1,6,2,2
12538,2,1,6,2,3
12539,2,1,6,2,4
12540,2,1,6,2,5
12541,2,1,6,2,6
12542,2,1,6,2,7
12543,2,1,6,2,8
12544,2,1,6,3,1
12545,2,1,6,3,2
12546,2,1,6,3,3
12547,2,1,6,3,4
12548,2,1,6,3,5
12549,2,1,6,3,6
12550,2,1,6,3,7
12551,2,1,6,3,8
12552,2,1,6,4,1
12553,2,1,6,4,2
12554,2,1,6,4,3
12555,2,1,6,4,4
12556,2,1,6,4,5
12557,2,1,6,4,6
12558,2,1,6,4,7
12559,2,1,6,4,8
12560,2,1,6,5,1
12561,2,1,6,5,2
12562,2,1,6,5,3
12563,2,1,6,5,4
12564,2,1,6,5,5
12565,2,1,6,5,6
12566,2,1,6,5,7
12567,2,1,6,5,8
12568,2,1,6,6,1
12569,2,1,6,6,2
12570,2,1,6,6,3
12571,2,1,6,6,4
12572,2,1,6,6,5
12573,2,1,6,6,6
12574,2,1,6,6,7
12575,2,1,6,6,8
12576,2,1,7,1,1
12577,2,1,7,1,2
12578,2,1,7,1,3
12579,2,1,7,1,4
12580,2,1,7,1,5
12581,2,1,7,1,6
12582,2,1,7,1,7
12583,2,1,7,1,8
12584,2,1,7,2,1
12585,2,1,7,2,2
12586,2,1,7,2,3
12587,2,1,7,2,4
12588,2,1,7,2,5
12589,2,1,7,2,6
12590,2,1,7,2,7
12591,2,1,7,2,8
12592,2,1,7,3,1
12593,2,1,7,3,2
12594,2,1,7,3,3
12595,2,1,7,3,4
12596,2,1,7,3,5
12597,2,1,7,3,6
12598,2,1,7,3,7
12599,2,1,7,3,8
12600,2,1,7,4,1
12601,2,1,7,4,2
12602,2,1,7,4,3
12603,2,1,7,4,4
12604,2,1,7,4,5
12605,2,1,7,4,6
12606,2,1,7,4,7
12607,2,1,7,4,8
12608,2,1,7,5,1
12609,2,1,7,5,2
12610,2,1,7,5,3
12611,2,1,7,5,4
12612,2,1,7,5,5
12613,2,1,7,5,6
12614,2,1,7,5,7
12615,2,1,7,5,8
12616,2,1,7,6,1
12617,2,1,7,6,2
12618,2,1,7,6,3
12619,2,1,7,6,4
12620,2,1,7,6,5
12621,2,1,7,6,6
12622,2,1,7,6,7
12623,2,1,7,6,8
12624,2,1,8,1,1
12625,2,1,8,1,2
12626,2,1,8,1,3
12627,2,1,8,1,4
12628,2,1,8,1,5
12629,2,1,8,1,6
12630,2,1,8,1,7
12631,2,1,8,1,8
12632,2,1,8,2,1
12633,2,1,8,2,2
12634,2,1,8,2,3
12635,2,1,8,2,4
12636,2,1,8,2,5
12637,2,1,8,2,6
12638,2,1,8,2,7
12639,2,1,8,2,8
12640,2,1,8,3,1
12641,2,1,8,3,2
12642,2,1,8,3,3
12643,2,1,8,3,4
12644,2,1,8,3,5
12645,2,1,8,3,6
12646,2,1,8,3,7
12647,2,1,8,3,8
12648,2,1,8,4,1
12649,2,1,8,4,2
12650,2,1,8,4,3
12651,2,1,8,4,4
12652,2,1,8,4,5
12653,2,1,8,4,6
12654,2,1,8,4,7
12655,2,1,8,4,8
12656,2,1,8,5,1
12657,2,1,8,5,2
12658,2,1,8,5,3
12659,2,1,8,5,4
12660,2,1,8,5,5
12661,2,1,8,5,6
12662,2,1,8,5,7
12663,2,1,8,5,8
12664,2,1,8,6,1
12665,2,1,8,6,2
12666,2,1,8,6,3
12667,2,1,8,6,4
12668,2,1,8,6,5
12669,2,1,8,6,6
12670,2,1,8,6,7
12671,2,1,8,6,8
12672,2,1,9,1,1
12673,2,1,9,1,2
12674,2,1,9,1,3
12675,2,1,9,1,4
12676,2,1,9,1,5
12677,2,1,9,1,6
12678,2,1,9,1,7
12679,2,1,9,1,8
12680,2,1,9,2,1
12681,2,1,9,2,2
12682,2,1,9,2,3
12683,2,1,9,2,4
12684,2,1,9,2,5
12685,2,1,9,2,6
12686,2,1,9,2,7
12687,2,1,9,2,8
12688,2,1,9,3,1
12689,2,1,9,3,2
12690,2,1,9,3,3
12691,2,1,9,3,4
12692,2,1,9,3,5
12693,2,1,9,3,6
12694,2,1,9,3,7
12695,2,1,9,3,8
12696,2,1,9,4,1
12697,2,1,9,4,2
12698,2,1,9,4,3
12699,2,1,9,4,4
12700,2,1,9,4,5
12701,2,1,9,4,6
12702,2,1,9,4,7
12703,2,1,9,4,8
12704,2,1,9,5,1
12705,2,1,9,5,2
12706,2,1,9,5,3
12707,2,1,9,5,4
12708,2,1,9,5,5
12709,2,1,9,5,6
12710,2,1,9,5,7
12711,2,1,9,5,8
12712,2,1,9,6,1
12713,2,1,9,6,2
12714,2,1,9,6,3
12715,2,1,9,6,4
12716,2,1,9,6,5
12717,2,1,9,6,6
12718,2,1,9,6,7
12719,2,1,9,6,8
12720,2,1,10,1,1
12721,2,1,10,1,2
12722,2,1,10,1,3
12723,2,1,10,1,4
12724,2,1,10,1,5
12725,2,1,10,1,6
12726,2,1,10,1,7
12727,2,1,10,1,8
12728,2,1,10,2,1
12729,2,1,10,2,2
12730,2,1,10,2,3
12731,2,1,10,2,4
12732,2,1,10,2,5
12733,2,1,10,2,6
12734,2,1,10,2,7
12735,2,1,10,2,8
12736,2,1,10,3,1
12737,2,1,10,3,2
12738,2,1,10,3,3
12739,2,1,10,3,4
12740,2,1,10,3,5
12741,2,1,10,3,6
12742,2,1,10,3,7
12743,2,1,10,3,8
12744,2,1,10,4,1
12745,2,1,10,4,2
12746,2,1,10,4,3
12747,2,1,10,4,4
12748,2,1,10,4,5
12749,2,1,10,4,6
12750,2,1,10,4,7
12751,2,1,10,4,8
12752,2,1,10,5,1
12753,2,1,10,5,2
12754,2,1,10,5,3
12755,2,1,10,5,4
12756,2,1,10,5,5
12757,2,1,10,5,6
12758,2,1,10,5,7
12759,2,1,10,5,8
12760,2,1,10,6,1
12761,2,1,10,6,2
12762,2,1,10,6,3
12763,2,1,10,6,4
12764,2,1,10,6,5
12765,2,1,10,6,6
12766,2,1,10,6,7
12767,2,1,10,6,8
12768,2,1,11,1,1
12769,2,1,11,1,2
12770,2,1,11,1,3
12771,2,1,11,1,4
12772,2,1,11,1,5
12773,2,1,11,1,6
12774,2,1,11,1,7
12775,2,1,11,1,8
12776,2,1,11,2,1
12777,2,1,11,2,2
12778,2,1,11,2,3
12779,2,1,11,2,4
12780,2,1,11,2,5
12781,2,1,11,2,6
12782,2,1,11,2,7
12783,2,1,11,2,8
12784,2,1,11,3,1
12785,2,1,11,3,2
12786,2,1,11,3,3
12787,2,1,11,3,4
12788,2,1,11,3,5
12789,2,1,11,3,6
12790,2,1,11,3,7
12791,2,1,11,3,8
12792,2,1,11,4,1
12793,2,1,11,4,2
12794,2,1,11,4,3
12795,2,1,11,4,4
12796,2,1,11,4,5
12797,2,1,11,4,6
12798,2,1,11,4,7
12799,2,1,11,4,8
12800,2,1,11,5,1
12801,2,1,11,5,2
12802,2,1,11,5,3
12803,2,1,11,5,4
12804,2,1,11,5,5
12805,2,1,11,5,6
12806,2,1,11,5,7
12807,2,1,11,5,8
12808,2,1,11,6,1
12809,2,1,11,6,2
12810,2,1,11,6,3
12811,2,1,11,6,4
12812,2,1,11,6,5
12813,2,1,11,6,6
12814,2,1,11,6,7
12815,2,1,11,6,8
12816,2,1,12,1,1
12817,2,1,12,1,2
12818,2,1,12,1,3
12819,2,1,12,1,4
12820,2,1,12,1,5
12821,2,1,12,1,6
12822,2,1,12,1,7
12823,2,1,12,1,8
12824,2,1,12,2,1
12825,2,1,12,2,2
12826,2,1,12,2,3
12827,2,1,12,2,4
12828,2,1,12,2,5
12829,2,1,12,2,6
12830,2,1,12,2,7
12831,2,1,12,2,8
12832,2,1,12,3,1
12833,2,1,12,3,2
12834,2,1,12,3,3
12835,2,1,12,3,4
12836,2,1,12,3,5
12837,2,1,12,3,6
12838,2,1,12,3,7
12839,2,1,12,3,8
12840,2,1,12,4,1
12841,2,1,12,4,2
12842,2,1,12,4,3
12843,2,1,12,4,4
12844,2,1,12,4,5
12845,2,1,12,4,6
12846,2,1,12,4,7
12847,2,1,12,4,8
12848,2,1,12,5,1
12849,2,1,12,5,2
12850,2,1,12,5,3
12851,2,1,12,5,4
12852,2,1,12,5,5
12853,2,1,12,5,6
12854,2,1,12,5,7
12855,2,1,12,5,8
12856,2,1,12,6,1
12857,2,1,12,6,2
12858,2,1,12,6,3
12859,2,1,12,6,4
12860,2,1,12,6,5
12861,2,1,12,6,6
12862,2,1,12,6,7
12863,2,1,12,6,8
12864,2,1,13,1,1
12865,2,1,13,1,2
12866,2,1,13,1,3
12867,2,1,13,1,4
12868,2,1,13,1,5
12869,2,1,13,1,6
12870,2,1,13,1,7
12871,2,1,13,1,8
12872,2,1,13,2,1
12873,2,1,13,2,2
12874,2,1,13,2,3
12875,2,1,13,2,4
12876,2,1,13,2,5
12877,2,1,13,2,6
12878,2,1,13,2,7
12879,2,1,13,2,8
12880,2,1,13,3,1
12881,2,1,13,3,2
12882,2,1,13,3,3
12883,2,1,13,3,4
12884,2,1,13,3,5
12885,2,1,13,3,6
12886,2,1,13,3,7
12887,2,1,13,3,8
12888,2,1,13,4,1
12889,2,1,13,4,2
12890,2,1,13,4,3
12891,2,1,13,4,4
12892,2,1,13,4,5
12893,2,1,13,4,6
12894,2,1,13,4,7
12895,2,1,13,4,8
12896,2,1,13,5,1
12897,2,1,13,5,2
12898,2,1,13,5,3
12899,2,1,13,5,4
12900,2,1,13,5,5
12901,2,1,13,5,6
12902,2,1,13,5,7
12903,2,1,13,5,8
12904,2,1,13,6,1
12905,2,1,13,6,2
12906,2,1,13,6,3
12907,2,1,13,6,4
12908,2,1,13,6,5
12909,2,1,13,6,6
12910,2,1,13,6,7
12911,2,1,13,6,8
12912,2,1,14,1,1
12913,2,1,14,1,2
12914,2,1,14,1,3
12915,2,1,14,1,4
12916,2,1,14,1,5
12917,2,1,14,1,6
12918,2,1,14,1,7
12919,2,1,14,1,8
12920,2,1,14,2,1
12921,2,1,14,2,2
12922,2,1,14,2,3
12923,2,1,14,2,4
12924,2,1,14,2,5
12925,2,1,14,2,6
12926,2,1,14,2,7
12927,2,1,14,2,8
12928,2,1,14,3,1
12929,2,1,14,3,2
12930,2,1,14,3,3
12931,2,1,14,3,4
12932,2,1,14,3,5
12933,2,1,14,3,6
12934,2,1,14,3,7
12935,2,1,14,3,8
12936,2,1,14,4,1
12937,2,1,14,4,2
12938,2,1,14,4,3
12939,2,1,14,4,4
12940,2,1,14,4,5
12941,2,1,14,4,6
12942,2,1,14,4,7
12943,2,1,14,4,8
12944,2,1,14,5,1
12945,2,1,14,5,2
12946,2,1,14,5,3
12947,2,1,14,5,4
12948,2,1,14,5,5
12949,2,1,14,5,6
12950,2,1,14,5,7
12951,2,1,14,5,8
12952,2,1,14,6,1
12953,2,1,14,6,2
12954,2,1,14,6,3
12955,2,1,14,6,4
12956,2,1,14,6,5
12957,2,1,14,6,6
12958,2,1,14,6,7
12959,2,1,14,6,8
12960,2,1,15,1,1
12961,2,1,15,1,2
12962,2,1,15,1,3
12963,2,1,15,1,4
12964,2,1,15,1,5
12965,2,1,15,1,6
12966,2,1,15,1,7
12967,2,1,15,1,8
12968,2,1,15,2,1
12969,2,1,15,2,2
12970,2,1,15,2,3
12971,2,1,15,2,4
12972,2,1,15,2,5
12973,2,1,15,2,6
12974,2,1,15,2,7
12975,2,1,15,2,8
12976,2,1,15,3,1
12977,2,1,15,3,2
12978,2,1,15,3,3
12979,2,1,15,3,4
12980,2,1,15,3,5
12981,2,1,15,3,6
12982,2,1,15,3,7
12983,2,1,15,3,8
12984,2,1,15,4,1
12985,2,1,15,4,2
12986,2,1,15,4,3
12987,2,1,15,4,4
12988,2,1,15,4,5
12989,2,1,15,4,6
12990,2,1,15,4,7
12991,2,1,15,4,8
12992,2,1,15,5,1
12993,2,1,15,5,2
12994,2,1,15,5,3
12995,2,1,15,5,4
12996,2,1,15,5,5
12997,2,1,15,5,6
12998,2,1,15,5,7
12999,2,1,15,5,8
13000,2,1,15,6,1
13001,2,1,15,6,2
13002,2,1,15,6,3
13003,2,1,15,6,4
13004,2,1,15,6,5
13005,2,1,15,6,6
13006,2,1,15,6,7
13007,2,1,15,6,8
13008,2,1,16,1,1
13009,2,1,16,1,2
13010,2,1,16,1,3
13011,2,1,16,1,4
13012,2,1,16,1,5
13013,2,1,16,1,6
13014,2,1,16,1,7
13015,2,1,16,1,8
13016,2,1,16,2,1
13017,2,1,16,2,2
13018,2,1,16,2,3
13019,2,1,16,2,4
13020,2,1,16,2,5
13021,2,1,16,2,6
13022,2,1,16,2,7
13023,2,1,16,2,8
13024,2,1,16,3,1
13025,2,1,16,3,2
13026,2,1,16,3,3
13027,2,1,16,3,4
13028,2,1,16,3,5
13029,2,1,16,3,6
13030,2,1,16,3,7
13031,2,1,16,3,8
13032,2,1,16,4,1
13033,2,1,16,4,2
13034,2,1,16,4,3
13035,2,1,16,4,4
13036,2,1,16,4,5
13037,2,1,16,4,6
13038,2,1,16,4,7
13039,2,1,16,4,8
13040,2,1,16,5,1
13041,2,1,16,5,2
13042,2,1,16,5,3
13043,2,1,16,5,4
13044,2,1,16,5,5
13045,2,1,16,5,6
13046,2,1,16,5,7
13047,2,1,16,5,8
13048,2,1,16,6,1
13049,2,1,16,6,2
13050,2,1,16,6,3
13051,2,1,16,6,4
13052,2,1,16,6,5
13053,2,1,16,6,6
13054,2,1,16,6,7
13055,2,1,16,6,8
13056,2,2,1,1,1
13057,2,2,1,1,2
13058,2,2,1,1,3
13059,2,2,1,1,4
13060,2,2,1,1,5
13061,2,2,1,1,6
13062,2,2,1,1,7
13063,2,2,1,1,8
13064,2,2,1,2,1
13065,2,2,1,2,2
13066,2,2,1,2,3
13067,2,2,1,2,4
13068,2,2,1,2,5
13069,2,2,1,2,6
13070,2,2,1,2,7
13071,2,2,1,2,8
13072,2,2,1,3,1
13073,2,2,1,3,2
13074,2,2,1,3,3
13075,2,2,1,3,4
13076,2,2,1,3,5
13077,2,2,1,3,6
13078,2,2,1,3,7
13079,2,2,1,3,8
13080,2,2,1,4,1
13081,2,2,1,4,2
13082,2,2,1,4,3
13083,2,2,1,4,4
13084,2,2,1,4,5
13085,2,2,1,4,6
13086,2,2,1,4,7
13087,2,2,1,4,8
13088,2,2,1,5,1
13089,2,2,1,5,2
13090,2,2,1,5,3
13091,2,2,1,5,4
13092,2,2,1,5,5
13093,2,2,1,5,6
13094,2,2,1,5,7
13095,2,2,1,5,8
13096,2,2,1,6,1
13097,2,2,1,6,2
13098,2,2,1,6,3
13099,2,2,1,6,4
13100,2,2,1,6,5
13101,2,2,1,6,6
13102,2,2,1,6,7
13103,2,2,1,6,8
13104,2,2,2,1,1
13105,2,2,2,1,2
13106,2,2,2,1,3
13107,2,2,2,1,4
13108,2,2,2,1,5
13109,2,2,2,1,6
13110,2,2,2,1,7
13111,2,2,2,1,8
13112,2,2,2,2,1
13113,2,2,2,2,2
13114,2,2,2,2,3
13115,2,2,2,2,4
13116,2,2,2,2,5
13117,2,2,2,2,6
13118,2,2,2,2,7
13119,2,2,2,2,8
13120,2,2,2,3,1
13121,2,2,2,3,2
13122,2,2,2,3,3
13123,2,2,2,3,4
13124,2,2,2,3,5
13125,2,2,2,3,6
13126,2,2,2,3,7
13127,2,2,2,3,8
13128,2,2,2,4,1
13129,2,2,2,4,2
13130,2,2,2,4,3
13131,2,2,2,4,4
13132,2,2,2,4,5
13133,2,2,2,4,6
13134,2,2,2,4,7
13135,2,2,2,4,8
13136,2,2,2,5,1
13137,2,2,2,5,2
13138,2,2,2,5,3
13139,2,2,2,5,4
13140,2,2,2,5,5
13141,2,2,2,5,6
13142,2,2,2,5,7
13143,2,2,2,5,8
13144,2,2,2,6,1
13145,2,2,2,6,2
13146,2,2,2,6,3
13147,2,2,2,6,4
13148,2,2,2,6,5
13149,2,2,2,6,6
13150,2,2,2,6,7
13151,2,2,2,6,8
13152,2,2,3,1,1
13153,2,2,3,1,2
13154,2,2,3,1,3
13155,2,2,3,1,4
13156,2,2,3,1,5
13157,2,2,3,1,6
13158,2,2,3,1,7
13159,2,2,3,1,8
13160,2,2,3,2,1
13161,2,2,3,2,2
13162,2,2,3,2,3
13163,2,2,3,2,4
13164,2,2,3,2,5
13165,2,2,3,2,6
13166,2,2,3,2,7
13167,2,2,3,2,8
13168,2,2,3,3,1
13169,2,2,3,3,2
13170,2,2,3,3,3
13171,2,2,3,3,4
13172,2,2,3,3,5
13173,2,2,3,3,6
13174,2,2,3,3,7
13175,2,2,3,3,8
13176,2,2,3,4,1
13177,2,2,3,4,2
13178,2,2,3,4,3
13179,2,2,3,4,4
13180,2,2,3,4,5
13181,2,2,3,4,6
13182,2,2,3,4,7
13183,2,2,3,4,8
13184,2,2,3,5,1
13185,2,2,3,5,2
13186,2,2,3,5,3
13187,2,2,3,5,4
13188,2,2,3,5,5
13189,2,2,3,5,6
13190,2,2,3,5,7
13191,2,2,3,5,8
13192,2,2,3,6,1
13193,2,2,3,6,2
13194,2,2,3,6,3
13195,2,2,3,6,4
13196,2,2,3,6,5
13197,2,2,3,6,6
13198,2,2,3,6,7
13199,2,2,3,6,8
13200,2,2,4,1,1
13201,2,2,4,1,2
13202,2,2,4,1,3
13203,2,2,4,1,4
13204,2,2,4,1,5
13205,2,2,4,1,6
13206,2,2,4,1,7
13207,2,2,4,1,8
13208,2,2,4,2,1
13209,2,2,4,2,2
13210,2,2,4,2,3
13211,2,2,4,2,4
13212,2,2,4,2,5
13213,2,2,4,2,6
13214,2,2,4,2,7
13215,2,2,4,2,8
13216,2,2,4,3,1
13217,2,2,4,3,2
13218,2,2,4,3,3
13219,2,2,4,3,4
13220,2,2,4,3,5
13221,2,2,4,3,6
13222,2,2,4,3,7
13223,2,2,4,3,8
13224,2,2,4,4,1
13225,2,2,4,4,2
13226,2,2,4,4,3
13227,2,2,4,4,4
13228,2,2,4,4,5
13229,2,2,4,4,6
13230,2,2,4,4,7
13231,2,2,4,4,8
13232,2,2,4,5,1
13233,2,2,4,5,2
13234,2,2,4,5,3
13235,2,2,4,5,4
13236,2,2,4,5,5
13237,2,2,4,5,6
13238,2,2,4,5,7
13239,2,2,4,5,8
13240,2,2,4,6,1
13241,2,2,4,6,2
13242,2,2,4,6,3
13243,2,2,4,6,4
13244,2,2,4,6,5
13245,2,2,4,6,6
13246,2,2,4,6,7
13247,2,2,4,6,8
13248,2,2,5,1,1
13249,2,2,5,1,2
13250,2,2,5,1,3
13251,2,2,5,1,4
13252,2,2,5,1,5
13253,2,2,5,1,6
13254,2,2,5,1,7
13255,2,2,5,1,8
13256,2,2,5,2,1
13257,2,2,5,2,2
13258,2,2,5,2,3
13259,2,2,5,2,4
13260,2,2,5,2,5
13261,2,2,5,2,6
13262,2,2,5,2,7
13263,2,2,5,2,8
13264,2,2,5,3,1
13265,2,2,5,3,2
13266,2,2,5,3,3
13267,2,2,5,3,4
13268,2,2,5,3,5
13269,2,2,5,3,6
13270,2,2,5,3,7
13271,2,2,5,3,8
13272,2,2,5,4,1
13273,2,2,5,4,2
13274,2,2,5,4,3
13275,2,2,5,4,4
13276,2,2,5,4,5
13277,2,2,5,4,6
13278,2,2,5,4,7
13279,2,2,5,4,8
13280,2,2,5,5,1
13281,2,2,5,5,2
13282,2,2,5,5,3
13283,2,2,5,5,4
13284,2,2,5,5,5
13285,2,2,5,5,6
13286,2,2,5,5,7
13287,2,2,5,5,8
13288,2,2,5,6,1
13289,2,2,5,6,2
13290,2,2,5,6,3
13291,2,2,5,6,4
13292,2,2,5,6,5
13293,2,2,5,6,6
13294,2,2,5,6,7
13295,2,2,5,6,8
13296,2,2,6,1,1
13297,2,2,6,1,2
13298,2,2,6,1,3
13299,2,2,6,1,4
13300,2,2,6,1,5
13301,2,2,6,1,6
13302,2,2,6,1,7
13303,2,2,6,1,8
13304,2,2,6,2,1
13305,2,2,6,2,2
13306,2,2,6,2,3
13307,2,2,6,2,4
13308,2,2,6,2,5
13309,2,2,6,2,6
13310,2,2,6,2,7
13311,2,2,6,2,8
13312,2,2,6,3,1
13313,2,2,6,3,2
13314,2,2,6,3,3
13315,2,2,6,3,4
13316,2,2,6,3,5
13317,2,2,6,3,6
13318,2,2,6,3,7
13319,2,2,6,3,8
13320,2,2,6,4,1
13321,2,2,6,4,2
13322,2,2,6,4,3
13323,2,2,6,4,4
13324,2,2,6,4,5
13325,2,2,6,4,6
13326,2,2,6,4,7
13327,2,2,6,4,8
13328,2,2,6,5,1
13329,2,2,6,5,2
13330,2,2,6,5,3
13331,2,2,6,5,4
13332,2,2,6,5,5
13333,2,2,6,5,6
